#"+EI TIC Scan FA_1.D "
#Point,X(Minutes),Y(Counts)
829,6.433,0.0654749751828723
830,6.436,0.0461140954244961
831,6.440,0.0830757749632143
832,6.443,0.0528023993410261
833,6.447,0.0471701434113166
834,6.450,0.0633628792092313
835,6.454,0.0644189271960518
836,6.457,0.0323854715958293
837,6.460,0.0985644787699153
838,6.464,0.0686431191433339
839,6.467,0.0802596469983596
840,6.471,0.068291103147727
841,6.474,0.0563225592970945
842,6.478,0.0700511831257612
843,6.481,0.0901160948753511
844,6.484,0.0492822393849576
845,6.488,0.0531544153366329
846,6.491,0.0630108632136244
847,6.495,0.0545624793190603
848,6.498,0.0721632790994023
849,6.502,0.0584346552707355
850,6.505,0.0475221594069234
851,6.508,0.0478741754025303
852,6.512,0.0422419194728208
853,6.515,0.0735713430818296
854,6.519,0.0552665113102739
855,6.522,0.0348495835650772
856,6.526,0.0756834390554707
857,6.529,0.0802596469983596
858,6.532,0.0221770077232309
859,6.536,0.068291103147727
860,6.539,0.0563225592970945
861,6.543,0.0619548152268039
862,6.546,0.0475221594069234
863,6.550,0.0619548152268039
864,6.553,0.0320334556002225
865,6.556,0.0394257915079661
866,6.560,0.0714592471081886
867,6.563,0.0619548152268039
868,6.567,0.0746273910686502
869,6.570,0.0542104633234534
870,6.574,0.0499862713761713
871,6.577,0.0742753750730433
872,6.580,0.0658269911784791
873,6.584,0.0577306232795218
874,6.587,0.102788670717197
875,6.591,0.0651229591872655
876,6.594,0.0957483508050606
877,6.598,0.108420926646907
878,6.601,0.116165278550257
879,6.604,0.103844718704018
880,6.608,0.137286238286668
881,6.611,0.0894120628841375
882,6.615,0.123557614458001
883,6.618,0.0781475510247186
884,6.622,0.0552665113102739
885,6.625,0.0851878709368554
886,6.628,0.0763874710466844
887,6.632,0.0781475510247186
888,6.635,0.0542104633234534
889,6.639,0.0918761748533853
890,6.642,0.0732193270862228
891,6.646,0.0696991671301544
892,6.649,0.0510423193629919
893,6.652,0.0577306232795218
894,6.656,0.0587866712663423
895,6.659,0.0225290237188378
896,6.663,0.0531544153366329
897,6.666,0.0616027992311971
898,6.670,0.0623068312224107
899,6.673,0.0763874710466844
900,6.676,0.0700511831257612
901,6.680,0.0897640788797443
902,6.683,0.0799076310027528
903,6.687,0.0855398869324622
904,6.690,0.0957483508050606
905,6.694,0.0996205267567358
906,6.697,0.113701166581009
907,6.700,0.109124958638121
908,6.704,0.0806116629939664
909,6.707,0.119333422510719
910,6.711,0.0665310231696928
911,6.714,0.0929322228402059
912,6.718,0.0644189271960518
913,6.721,0.0587866712663423
914,6.724,0.0563225592970945
915,6.728,0.0408338554903935
916,6.731,0.044001999450855
917,6.735,0.0587866712663423
918,6.738,0.0623068312224107
919,6.742,0.0492822393849576
920,6.745,0.059490703257556
921,6.748,0.0633628792092313
922,6.752,0.081667710980787
923,6.755,0.0373136955343251
924,6.759,0.0651229591872655
925,6.762,0.074979407064257
926,6.766,0.0556185273058808
927,6.769,0.0549144953146671
928,6.772,0.068291103147727
929,6.776,0.066179007174086
930,6.779,0.033089503587043
931,6.783,0.0732193270862228
932,6.786,0.0601947352487697
933,6.790,0.0693471511345475
934,6.793,0.0746273910686502
935,6.796,0.033089503587043
936,6.800,0.0503382873717782
937,6.803,0.0799076310027528
938,6.807,0.0545624793190603
939,6.810,0.0246411196924788
940,6.814,0.0725152950950091
941,6.817,0.0640669112004449
